Uniprot_protein,Ensembl_gene,Ensembl_transcript,Ensembl_protein,Gene,Chr,Protein_length
Q96PZ2,ENSG00000166801.15,ENST00000420244.5,ENSP00000406683.1,FAM111A,11,611
Q9NVM1,ENSG00000142694.6,ENST00000270824.1,ENSP00000270824.1,EVA1B,1,165
Q96E09,ENSG00000187866.10,ENST00000394264.7,ENSP00000377807.5,FAM122A,9,287
O60447,ENSG00000067208.14,ENST00000370331.5,ENSP00000359356.1,EVI5,1,810
Q8IXS0,ENSG00000145975.15,ENST00000274673.8,ENSP00000274673.3,FAM217A,6,508
Q7L5A3,ENSG00000005238.19,ENST00000378557.1,ENSP00000367819.1,FAM214B,9,538
Q96AQ9,ENSG00000185519.9,ENST00000375662.5,ENSP00000364814.4,FAM131C,1,280
Q96BN6,ENSG00000138286.15,ENST00000242505.11,ENSP00000242505.6,FAM149B1,10,582
Q96HE7,ENSG00000197930.13,ENST00000395686.8,ENSP00000379042.3,ERO1A,14,468
O75369,ENSG00000136068.14,ENST00000295956.8,ENSP00000295956.4,FLNB,3,2602
P19447,ENSG00000163161.14,ENST00000285398.7,ENSP00000285398.2,ERCC3,2,782
Q8N3X1,ENSG00000285182.2,ENST00000646180.2,ENSP00000494562.1,FNBP4,CHR_HG2114_PATCH,1017
Q92914,ENSG00000283903.2,ENST00000639021.2,ENSP00000491684.1,FGF11,CHR_HG2046_PATCH,225
P31371,ENSG00000102678.7,ENST00000382353.6,ENSP00000371790.5,FGF9,13,208
Q8TBJ5,ENSG00000153266.13,ENST00000475839.1,ENSP00000418804.1,FEZF2,3,459
Q9Y5Y0,ENSG00000162769.13,ENST00000366971.9,ENSP00000355938.4,FLVCR1,1,555
Q96EF6,ENSG00000282954.2,ENST00000635115.1,ENSP00000489327.1,FBXO17,CHR_HG26_PATCH,278
Q8N4B4,ENSG00000177294.7,ENST00000321535.5,ENSP00000321386.4,FBXO39,17,442
Q6QHK4,ENSG00000183733.6,ENST00000332372.6,ENSP00000333097.6,FIGLA,2,219
Q9UKT4,ENSG00000112029.10,ENST00000229758.8,ENSP00000229758.3,FBXO5,6,447
Q9NRD0,ENSG00000164117.14,ENST00000393674.7,ENSP00000377280.2,FBXO8,4,319
Q9UIM3,ENSG00000230907.2,ENST00000425378.2,ENSP00000397530.2,FKBPL,CHR_HSCHR6_MHC_COX_CTG1,349
P57057,ENSG00000160190.14,ENST00000352133.3,ENSP00000344648.2,SLC37A1,21,533
P47211,ENSG00000166573.6,ENST00000299727.5,ENSP00000299727.3,GALR1,18,349
Q96QU4,ENSG00000225899.8,ENST00000425520.2,ENSP00000401310.1,FRG2B,10,278
A6NGY1,ENSG00000172969.7,ENST00000308062.7,ENSP00000312299.3,FRG2C,3,282
P01225,ENSG00000131808.10,ENST00000533718.1,ENSP00000433424.1,FSHB,11,129
Q9Y2L6,ENSG00000114541.15,ENST00000398540.8,ENSP00000381549.3,FRMD4B,3,1034
P33402,ENSG00000152402.10,ENST00000526355.6,ENSP00000431245.1,GUCY1A2,11,732
P10075,ENSG00000250571.7,ENST00000340042.2,ENSP00000345024.1,GLI4,8,376
P35573,ENSG00000162688.17,ENST00000294724.8,ENSP00000294724.4,AGL,1,1532
P52306,ENSG00000138698.14,ENST00000408927.7,ENSP00000386153.3,RAP1GDS1,4,607
Q96PP8,ENSG00000154451.14,ENST00000370459.7,ENSP00000359488.3,GBP5,1,586
Q9UPC5,ENSG00000171659.15,ENST00000649219.1,ENSP00000498130.1,GPR34,X,381
Q9HCN6,ENSG00000088053.11,ENST00000417454.5,ENSP00000394922.1,GP6,19,339
Q9BXV9,ENSG00000170270.5,ENST00000306954.5,ENSP00000306320.4,GON7,14,100
P63096,ENSG00000127955.17,ENST00000649796.2,ENSP00000497260.1,GNAI1,7,354
Q9BY21,ENSG00000138271.6,ENST00000260843.5,ENSP00000260843.4,GPR87,3,358
O14775,ENSG00000069966.18,ENST00000261837.11,ENSP00000261837.7,GNB5,15,395
Q49A26,ENSG00000140632.17,ENST00000321919.14,ENSP00000322716.6,GLYR1,16,553
Q14789,ENSG00000173230.15,ENST00000340645.9,ENSP00000341848.5,GOLGB1,3,3259
P49915,ENSG00000163655.16,ENST00000496455.7,ENSP00000419851.1,GMPS,3,693
Q6P4E1,ENSG00000166734.20,ENST00000299957.11,ENSP00000299957.6,CASC4,15,436
P23610,ENSG00000277150.1,ENST00000622749.1,ENSP00000477530.1,F8A3,X,371
P0C0S8,ENSG00000196787.3,ENST00000359193.3,ENSP00000352119.2,H2AC11,6,130
O60443,ENSG00000105928.16,ENST00000342947.9,ENSP00000339587.3,GSDME,7,496
Q96EW2,ENSG00000169087.11,ENST00000306103.3,ENSP00000302562.2,HSPBAP1,3,488
Q03014,ENSG00000152804.11,ENST00000282728.10,ENSP00000282728.5,HHEX,10,270
O43390,ENSG00000282958.3,ENST00000634263.1,ENSP00000489371.1,HNRNPR,CHR_HSCHR1_4_CTG3,633
P05204,ENSG00000198830.11,ENST00000619352.4,ENSP00000481160.1,HMGN2,1,90
Q9NQG7,ENSG00000100099.20,ENST00000336873.9,ENSP00000338457.5,HPS4,22,708
P60568,ENSG00000109471.4,ENST00000226730.4,ENSP00000226730.4,IL2,4,153
P08833,ENSG00000146678.10,ENST00000275525.8,ENSP00000275525.3,IGFBP1,7,259
P05112,ENSG00000113520.11,ENST00000231449.7,ENSP00000231449.2,IL4,5,153
Q9GZX6,ENSG00000127318.11,ENST00000328087.6,ENSP00000329384.4,IL22,12,179
P47928,ENSG00000172201.12,ENST00000378700.8,ENSP00000367972.3,ID4,6,161
P08887,ENSG00000160712.13,ENST00000368485.8,ENSP00000357470.3,IL6R,1,468
Q15056,ENSG00000106682.14,ENST00000265753.12,ENSP00000265753.8,EIF4H,7,248
P98153,ENSG00000070413.20,ENST00000263196.12,ENSP00000263196.7,DGCR2,22,550
Q5VZ72,ENSG00000205442.12,ENST00000543880.6,ENSP00000438895.1,IZUMO3,9,239
Q9NQC1,ENSG00000043143.20,ENST00000395003.5,ENSP00000378451.1,JADE2,5,790
Q9UPP2,ENSG00000120645.12,ENST00000538872.6,ENSP00000437554.1,IQSEC3,12,1182
Q9H2U2,ENSG00000138777.20,ENST00000341695.10,ENSP00000343885.5,PPA2,4,334
Q96MG2,ENSG00000167476.10,ENST00000300961.10,ENSP00000300961.4,JSRP1,19,331
P41236,ENSG00000184203.8,ENST00000618156.5,ENSP00000484580.1,PPP1R2,3,205
P31323,ENSG00000284096.2,ENST00000639737.2,ENSP00000491687.1,PRKAR2B,CHR_HG2266_PATCH,418
Q96HW7,ENSG00000149262.17,ENST00000534064.6,ENSP00000434466.1,INTS4,11,963
Q9UKP3,ENSG00000147166.11,ENST00000373829.8,ENSP00000362935.3,ITGB1BP2,X,347
P46940,ENSG00000140575.13,ENST00000268182.10,ENSP00000268182.5,IQGAP1,15,1657
Q68EN5,ENSG00000196123.13,ENST00000563902.2,ENSP00000456838.1,KIAA0895L,16,471
P13645,ENSG00000186395.8,ENST00000269576.6,ENSP00000269576.5,KRT10,17,584
O15397,ENSG00000133704.10,ENST00000256079.9,ENSP00000256079.4,IPO8,12,1037
Q5JSJ4,ENSG00000165359.15,ENST00000370752.4,ENSP00000359788.4,INTS6L,X,861
O60259,ENSG00000129455.15,ENST00000600767.5,ENSP00000472016.1,KLK8,19,260
Q08043,ENSG00000248746.6,ENST00000513398.2,ENSP00000426797.1,ACTN3,11,901
O43918,ENSG00000160224.17,ENST00000291582.6,ENSP00000291582.5,AIRE,21,545
P78325,ENSG00000151651.16,ENST00000445355.8,ENSP00000453302.1,ADAM8,10,824
C9J202,ENSG00000251287.8,ENST00000425059.1,ENSP00000479850.1,ALG1L2,3,215
Q8N4T4,ENSG00000137135.18,ENST00000378387.4,ENSP00000367638.3,ARHGEF39,9,335
Q5UCC4,ENSG00000161671.16,ENST00000334976.10,ENSP00000334037.5,EMC10,19,262
Q9NT22,ENSG00000183798.5,ENST00000332312.4,ENSP00000332806.3,EMILIN3,20,766
Q86X53,ENSG00000104714.14,ENST00000262109.8,ENSP00000262109.7,ERICH1,8,443
P30040,ENSG00000089248.7,ENST00000261735.4,ENSP00000261735.3,ERP29,12,261
Q56NI9,ENSG00000171320.15,ENST00000305188.13,ENSP00000306999.8,ESCO2,8,601
Q8IZU1,ENSG00000183304.10,ENST00000543214.1,ENSP00000440163.1,FAM9A,X,332
Q92520,ENSG00000196937.11,ENST00000359943.8,ENSP00000353025.3,FAM3C,7,227
Q8N128,ENSG00000151327.12,ENST00000396472.5,ENSP00000379734.1,FAM177A1,14,213
Q9NYK6,ENSG00000154642.11,ENST00000284881.9,ENSP00000284881.4,C21orf91,21,297
Q8TBP5,ENSG00000174132.9,ENST00000312637.5,ENSP00000307954.2,FAM174A,5,190
Q14534,ENSG00000104549.12,ENST00000265896.10,ENSP00000265896.5,SQLE,8,574
Q5XKR9,ENSG00000182518.13,ENST00000358460.8,ENSP00000364101.3,FAM104B,X,115
Q6IPR1,ENSG00000205707.11,ENST00000556927.6,ENSP00000450443.2,ETFRF1,12,90
Q9H790,ENSG00000164002.11,ENST00000296380.8,ENSP00000296380.4,EXO5,1,373
Q99502,ENSG00000104313.20,ENST00000647540.1,ENSP00000494438.1,EYA1,8,592
Q92935,ENSG00000158008.10,ENST00000374280.4,ENSP00000363398.3,EXTL1,1,676
Q96RU3,ENSG00000187239.17,ENST00000446176.7,ENSP00000413625.1,FNBP1,9,617
Q96M96,ENSG00000139132.14,ENST00000427716.6,ENSP00000394487.2,FGD4,12,766
P18074,ENSG00000104884.15,ENST00000391945.9,ENSP00000375809.3,ERCC2,19,760
Q05932,ENSG00000136877.15,ENST00000373247.7,ENSP00000362344.2,FPGS,9,587
P22607,ENSG00000068078.18,ENST00000440486.7,ENSP00000414914.2,FGFR3,4,806
Q6P3S6,ENSG00000037637.11,ENST00000375592.8,ENSP00000364742.3,FBXO42,1,717
Q9C009,ENSG00000164379.7,ENST00000296839.5,ENSP00000296839.2,FOXQ1,6,403
Q13451,ENSG00000096060.14,ENST00000539068.5,ENSP00000441205.1,FKBP5,6,457
Q8TAL6,ENSG00000176971.4,ENST00000318627.4,ENSP00000321962.2,FIBIN,11,211
Q96RT7,ENSG00000128159.12,ENST00000248846.10,ENSP00000248846.5,TUBGCP6,22,1819
O95800,ENSG00000119737.6,ENST00000394705.3,ENSP00000378195.2,GPR75,2,540
P78333,ENSG00000179399.15,ENST00000377067.9,ENSP00000366267.3,GPC5,13,572
Q5T7V8,ENSG00000120370.12,ENST00000367763.7,ENSP00000356737.3,GORAB,1,394
Q6ZNW5,ENSG00000183208.12,ENST00000329600.7,ENSP00000368405.3,GDPGP1,15,385
P42858,ENSG00000197386.12,ENST00000355072.10,ENSP00000347184.5,HTT,4,3142
Q6B0K9,ENSG00000206177.7,ENST00000356815.4,ENSP00000349270.3,HBM,16,141
Q9UL51,ENSG00000099822.3,ENST00000251287.3,ENSP00000251287.1,HCN2,19,889
Q9HCP6,ENSG00000010282.15,ENST00000441594.6,ENSP00000405423.1,HHATL,3,504
Q93099,ENSG00000113924.12,ENST00000283871.10,ENSP00000283871.5,HGD,3,445
Q9NQE9,ENSG00000111911.7,ENST00000229633.7,ENSP00000229633.5,HINT3,6,182
P14210,ENSG00000019991.18,ENST00000222390.11,ENSP00000222390.5,HGF,7,728
Q9UII4,ENSG00000138646.9,ENST00000264350.8,ENSP00000264350.3,HERC5,4,1024
Q9NWY4,ENSG00000056050.7,ENST00000393381.3,ENSP00000406598.1,HPF1,4,346
A0A0B4J1V6,ENSG00000211976.2,ENST00000390636.2,ENSP00000375045.2,IGHV3-73,14,119
C9JCN9,ENSG00000226742.4,ENST00000451882.3,ENSP00000414236.1,HSBP1L1,18,74
A0A0C4DH30,ENSG00000282653.1,ENST00000631755.1,ENSP00000487809.1,IGHV3-16,CHR_HSCHR14_3_CTG1,117
P41235,ENSG00000101076.16,ENST00000316099.8,ENSP00000312987.3,HNF4A,20,474
B7ZW38,ENSG00000283292.1,ENST00000617044.2,ENSP00000479365.2,HNRNPCL3,CHR_HSCHR1_5_CTG3,293
P08700,ENSG00000164399.5,ENST00000296870.3,ENSP00000296870.2,IL3,5,152
Q0VD86,ENSG00000196388.8,ENST00000574617.1,ENSP00000458316.1,INCA1,17,236
Q15653,ENSG00000282905.2,ENST00000635517.2,ENSP00000489138.1,NFKBIB,CHR_HG26_PATCH,356
P14735,ENSG00000119912.17,ENST00000265986.11,ENSP00000265986.6,IDE,10,1019
Q86SU0,ENSG00000145103.15,ENST00000344209.10,ENSP00000345667.5,ILDR1,3,546
P0CJ68,ENSG00000256618.2,ENST00000540040.2,ENSP00000439228.1,MTRNR2L1,17,24
P41134,ENSG00000125968.9,ENST00000376112.4,ENSP00000365280.3,ID1,20,155
Q93033,ENSG00000134256.12,ENST00000256652.8,ENSP00000256652.4,CD101,1,1021
Q08334,ENSG00000243646.10,ENST00000290200.7,ENSP00000290200.2,IL10RB,21,325
Q9NRR6,ENSG00000148384.13,ENST00000371712.4,ENSP00000360777.3,INPP5E,9,644
Q6PHW0,ENSG00000009765.14,ENST00000344419.7,ENSP00000343763.3,IYD,6,289
Q1A5X6,ENSG00000214216.10,ENST00000451172.5,ENSP00000402153.1,IQCJ,3,159
P0C870,ENSG00000243789.11,ENST00000397299.9,ENSP00000380467.4,JMJD7,15,316
A8MXQ7,ENSG00000203499.11,ENST00000527139.6,ENSP00000489685.1,IQANK1,8,560
P05556,ENSG00000150093.19,ENST00000396033.6,ENSP00000379350.2,ITGB1,10,798
Q8IWB1,ENSG00000148841.17,ENST00000278071.6,ENSP00000278071.2,ITPRIP,10,547
P10644,ENSG00000108946.14,ENST00000392711.5,ENSP00000376475.1,PRKAR1A,17,381
Q96S16,ENSG00000161999.12,ENST00000609261.6,ENSP00000477481.1,JMJD8,16,264
Q6NY19,ENSG00000186994.11,ENST00000593649.5,ENSP00000470728.1,KANK3,19,840
Q7RTS7,ENSG00000170484.10,ENST00000305620.3,ENSP00000307240.2,KRT74,12,529
P04264,ENSG00000167768.4,ENST00000252244.3,ENSP00000252244.3,KRT1,12,644
Q92830,ENSG00000108773.11,ENST00000225916.10,ENSP00000225916.5,KAT2A,17,837
Q12918,ENSG00000111796.4,ENST00000229402.4,ENSP00000229402.3,KLRB1,12,225
Q9BYQ9,ENSG00000204880.8,ENST00000333822.5,ENSP00000328444.4,KRTAP4-8,17,185
A0A0B4J1Z2,ENSG00000242580.1,ENST00000468879.1,ENSP00000417961.1,IGKV1D-43,2,117
Q5JUW0,ENSG00000147121.16,ENST00000344302.9,ENSP00000345797.4,KRBOX4,X,171
Q9BXK1,ENSG00000129911.9,ENST00000617223.1,ENSP00000483701.1,KLF16,19,252
Q9NSB4,ENSG00000161850.2,ENST00000257974.2,ENSP00000257974.2,KRT82,12,513
Q8NB78,ENSG00000165097.16,ENST00000650836.2,ENSP00000499208.1,KDM1B,6,822
A0A0C4DH69,ENSG00000282758.1,ENST00000633273.1,ENSP00000488384.1,IGKV1-9,CHR_HG2290_PATCH,117
Q8NBE8,ENSG00000213160.10,ENST00000392647.7,ENSP00000376419.2,KLHL23,2,558
P51812,ENSG00000177189.14,ENST00000379565.9,ENSP00000368884.3,RPS6KA3,X,740
Q6ZNG9,ENSG00000184619.6,ENST00000643221.1,ENSP00000494883.1,KRBA2,17,492
Q9H1H9,ENSG00000137177.20,ENST00000259711.11,ENSP00000259711.6,KIF13A,6,1805
Q6PID8,ENSG00000128607.14,ENST00000335420.10,ENSP00000334140.4,KLHDC10,7,442
A0A075B6S9,ENSG00000282394.1,ENST00000632103.1,ENSP00000487793.1,IGKV1-37,CHR_HG2290_PATCH,117
P59991,ENSG00000221864.4,ENST00000360770.3,ENSP00000354001.3,KRTAP12-2,21,146
Q9H3M0,ENSG00000162975.5,ENST00000295082.3,ENSP00000295082.1,KCNF1,2,494
Q3LHN1,ENSG00000231068.1,ENST00000444335.1,ENSP00000404517.1,KRTAP21-3,21,58
Q14012,ENSG00000134072.11,ENST00000256460.8,ENSP00000256460.3,CAMK1,3,370
Q96CX2,ENSG00000178695.6,ENST00000377474.4,ENSP00000366694.2,KCTD12,13,325
Q96C12,ENSG00000140691.17,ENST00000268314.9,ENSP00000268314.4,ARMC5,16,935
Q9UHX3,ENSG00000127507.18,ENST00000315576.8,ENSP00000319883.3,ADGRE2,19,823
Q9H6L4,ENSG00000125449.7,ENST00000245543.6,ENSP00000245543.1,ARMC7,17,198
Q4KMQ2,ENSG00000177119.16,ENST00000320560.13,ENSP00000320087.8,ANO6,12,910
Q96NW4,ENSG00000105186.16,ENST00000306065.9,ENSP00000304292.3,ANKRD27,19,1050
P02655,ENSG00000234906.10,ENST00000590360.2,ENSP00000466775.1,APOC2,19,101
P53365,ENSG00000132254.12,ENST00000396777.7,ENSP00000379998.3,ARFIP2,11,341
Q5H913,ENSG00000174225.15,ENST00000450457.6,ENSP00000414757.2,ARL13A,X,290
Q9BWW9,ENSG00000128313.2,ENST00000249044.2,ENSP00000249044.2,APOL5,22,433
P98194,ENSG00000017260.19,ENST00000428331.6,ENSP00000395809.2,ATP2C1,3,919
Q01814,ENSG00000157087.20,ENST00000645850.1,ENSP00000494716.1,ATP2B2,3,1243
P27540,ENSG00000143437.21,ENST00000358595.10,ENSP00000351407.5,ARNT,1,789
Q9C0K3,ENSG00000106526.10,ENST00000252071.8,ENSP00000252071.4,ACTR3C,7,210
Q9NTI2,ENSG00000132932.17,ENST00000381655.7,ENSP00000371070.2,ATP8A2,13,1188
Q5T4W7,ENSG00000117407.17,ENST00000372354.3,ENSP00000361429.3,ARTN,1,220
P29320,ENSG00000044524.11,ENST00000336596.7,ENSP00000337451.2,EPHA3,3,983
Q14264,ENSG00000213462.5,ENST00000394323.3,ENSP00000391594.1,ERV3-1,7,604
Q6NXP2,ENSG00000205085.11,ENST00000641605.1,ENSP00000493102.1,FAM71F2,7,309
P11161,ENSG00000122877.16,ENST00000439032.4,ENSP00000402040.1,EGR2,10,476
Q9NQZ7,ENSG00000198018.7,ENST00000370489.5,ENSP00000359520.4,ENTPD7,10,604
Q96LP2,ENSG00000153347.10,ENST00000283357.10,ENSP00000283357.5,FAM81B,5,452
Q96Q35,ENSG00000155749.12,ENST00000405148.6,ENSP00000385098.2,FLACC1,2,445
Q9Y603,ENSG00000010030.14,ENST00000340181.9,ENSP00000341843.4,ETV7,6,341
P00740,ENSG00000101981.12,ENST00000218099.7,ENSP00000218099.2,F9,X,461
Q8WU58,ENSG00000173065.13,ENST00000452648.7,ENSP00000413645.3,FAM222B,17,562
Q8N5Q1,ENSG00000180043.11,ENST00000424985.3,ENSP00000398617.1,FAM71E2,19,922
A6NEQ2,ENSG00000182103.5,ENST00000329203.5,ENSP00000365295.2,FAM181B,11,426
Q8N612,ENSG00000051009.10,ENST00000449352.6,ENSP00000416918.2,FAM160A2,11,972
A0A494C0Y3,ENSG00000286102.1,ENST00000652479.1,ENSP00000498770.1,AP000552.6,22,232
Q9NPD3,ENSG00000178896.9,ENST00000316052.6,ENSP00000315476.4,EXOSC4,8,245
Q5NUL3,ENSG00000186188.10,ENST00000371481.8,ENSP00000360536.4,FFAR4,10,361
P05230,ENSG00000113578.18,ENST00000612258.4,ENSP00000479024.1,FGF1,5,155
Q9BRP7,ENSG00000255561.7,ENST00000260257.9,ENSP00000260257.4,FDXACB1,11,624
Q96SL8,ENSG00000179943.8,ENST00000221665.5,ENSP00000221665.2,FIZ1,19,496
Q9Y261,ENSG00000125798.14,ENST00000377115.4,ENSP00000366319.4,FOXA2,20,457
Q9BXR6,ENSG00000134389.10,ENST00000256785.5,ENSP00000256785.4,CFHR5,1,569
Q86WN1,ENSG00000197948.11,ENST00000435817.7,ENSP00000399259.2,FCHSD1,5,690
Q14332,ENSG00000180340.7,ENST00000315323.5,ENSP00000323901.3,FZD2,17,565
Q68CZ1,ENSG00000103494.14,ENST00000647211.2,ENSP00000493946.1,RPGRIP1L,16,1315
Q9BUM1,ENSG00000141349.8,ENST00000269097.8,ENSP00000269097.3,G6PC3,17,346
Q14697,ENSG00000089597.18,ENST00000356638.8,ENSP00000349053.3,GANAB,11,944
Q9NZC3,ENSG00000006007.12,ENST00000353258.8,ENSP00000261386.3,GDE1,16,331
H0YM25,ENSG00000277865.4,ENST00000622895.1,ENSP00000483673.1,GOLGA6L22,15,810
P18283,ENSG00000176153.12,ENST00000389614.6,ENSP00000374265.5,GPX2,14,190
O43681,ENSG00000198356.12,ENST00000357332.8,ENSP00000349887.3,GET3,19,348
Q4ZG55,ENSG00000196208.14,ENST00000234142.9,ENSP00000234142.5,GREB1,2,1949
O14626,ENSG00000174946.7,ENST00000617554.1,ENSP00000482588.1,GPR171,3,319
Q6IC98,ENSG00000075240.17,ENST00000361034.7,ENSP00000354313.3,GRAMD4,22,578
Q3T8J9,ENSG00000116580.18,ENST00000368331.5,ENSP00000357315.1,GON4L,1,2241
Q86SX6,ENSG00000182512.5,ENST00000331334.5,ENSP00000328570.4,GLRX5,14,157
P42262,ENSG00000120251.20,ENST00000264426.13,ENSP00000264426.9,GRIA2,4,883
P11168,ENSG00000163581.14,ENST00000314251.8,ENSP00000323568.3,SLC2A2,3,524
Q7Z4H3,ENSG00000111906.18,ENST00000398153.7,ENSP00000381220.1,HDDC2,6,204
Q9Y2Q3,ENSG00000197448.14,ENST00000358406.10,ENSP00000351181.5,GSTK1,7,226
Q9UBN7,ENSG00000094631.21,ENST00000644068.1,ENSP00000496013.1,HDAC6,X,1215
P48723,ENSG00000155304.6,ENST00000285667.4,ENSP00000285667.3,HSPA13,21,471
P17509,ENSG00000108511.10,ENST00000225648.4,ENSP00000225648.3,HOXB6,17,224
Q00444,ENSG00000172789.3,ENST00000312492.2,ENSP00000309336.2,HOXC5,12,222
P04196,ENSG00000113905.5,ENST00000232003.5,ENSP00000232003.4,HRG,3,525
P31277,ENSG00000128713.14,ENST00000249504.7,ENSP00000249504.5,HOXD11,2,338
P01824,ENSG00000282579.1,ENST00000633618.1,ENSP00000488798.1,IGHV4-39,CHR_HSCHR14_3_CTG1,125
Q00613,ENSG00000284774.2,ENST00000646252.2,ENSP00000493830.1,HSF1,CHR_HG2419_PATCH,529
A0A0B4J1U7,ENSG00000211933.2,ENST00000390593.2,ENSP00000375002.2,IGHV6-1,14,121
Q9P2W1,ENSG00000131470.14,ENST00000393795.7,ENSP00000377384.2,PSMC3IP,17,217
Q9HBE4,ENSG00000138684.9,ENST00000648588.1,ENSP00000497915.1,IL21,4,162
P05113,ENSG00000113525.10,ENST00000231454.6,ENSP00000231454.1,IL5,5,134
P22692,ENSG00000141753.7,ENST00000269593.5,ENSP00000269593.4,IGFBP4,17,258
P48551,ENSG00000159110.19,ENST00000342136.8,ENSP00000343957.4,IFNAR2,21,515
P09429,ENSG00000189403.15,ENST00000399494.5,ENSP00000382417.1,HMGB1,13,215
Q5TF58,ENSG00000169991.11,ENST00000455833.7,ENSP00000387941.2,IFFO2,1,517
P08476,ENSG00000122641.11,ENST00000638023.1,ENSP00000490646.1,INHBA,7,426
Q8N6P7,ENSG00000142677.4,ENST00000270800.2,ENSP00000270800.1,IL22RA1,1,574
P11844,ENSG00000168582.5,ENST00000304502.5,ENSP00000302105.4,CRYGA,2,174
Q9ULV4,ENSG00000110880.10,ENST00000541050.5,ENSP00000438341.1,CORO1C,12,474
Q92828,ENSG00000106789.13,ENST00000375077.5,ENSP00000364218.4,CORO2A,9,525
P21964,ENSG00000093010.14,ENST00000361682.11,ENSP00000354511.6,COMT,22,271
Q9H816,ENSG00000118655.7,ENST00000650450.2,ENSP00000498042.1,DCLRE1B,1,532
P43146,ENSG00000187323.12,ENST00000442544.7,ENSP00000389140.2,DCC,18,1447
Q9UBC3,ENSG00000088305.18,ENST00000328111.6,ENSP00000328547.2,DNMT3B,20,853
Q68J44,ENSG00000281660.1,ENST00000625469.1,ENSP00000487404.1,DUPD1,CHR_HG2191_PATCH,220
Q9BVJ7,ENSG00000158716.9,ENST00000368107.2,ENSP00000357087.1,DUSP23,1,150
Q9NRF9,ENSG00000148229.13,ENST00000374171.5,ENSP00000363286.4,POLE3,9,147
Q8TE69,ENSG00000197620.11,ENST00000359293.5,ENSP00000420882.1,CXorf40A,X,158
P13929,ENSG00000108515.17,ENST00000518175.1,ENSP00000431087.1,ENO3,17,434
Q15375,ENSG00000135333.14,ENST00000369303.9,ENSP00000358309.4,EPHA7,6,998
Q9NZN4,ENSG00000024422.12,ENST00000263277.8,ENSP00000263277.2,EHD2,19,543
Q8N5W8,ENSG00000213185.7,ENST00000368898.8,ENSP00000357894.3,FAM24B,10,94
Q9Y421,ENSG00000105058.12,ENST00000263384.12,ENSP00000263384.6,FAM32A,19,112
Q6P587,ENSG00000180185.11,ENST00000427358.3,ENSP00000398053.2,FAHD1,16,224
Q8TE68,ENSG00000131037.15,ENST00000201647.11,ENSP00000201647.5,EPS8L1,19,723
Q5VT40,ENSG00000188859.7,ENST00000338353.3,ENSP00000339681.3,FAM78B,1,261
P03372,ENSG00000091831.23,ENST00000443427.5,ENSP00000387500.1,ESR1,6,595
Q5JX71,ENSG00000124103.9,ENST00000371328.4,ENSP00000360379.3,FAM209A,20,171
Q9NY74,ENSG00000143971.9,ENST00000272342.6,ENSP00000272342.5,ETAA1,2,926
A6NFA0,ENSG00000187791.13,ENST00000603640.6,ENSP00000489585.1,FAM205C,9,338
Q96M60,ENSG00000166262.16,ENST00000299338.11,ENSP00000299338.6,FAM227B,15,508
Q6UWF9,ENSG00000189320.9,ENST00000338588.8,ENSP00000342336.3,FAM180A,7,173
Q14517,ENSG00000083857.14,ENST00000441802.7,ENSP00000406229.2,FAT1,4,4588
O75955,ENSG00000206480.11,ENST00000383562.8,ENSP00000373056.4,FLOT1,CHR_HSCHR6_MHC_QBL_CTG1,427
O43320,ENSG00000196468.8,ENST00000439435.3,ENSP00000399324.2,FGF16,X,207
Q01543,ENSG00000151702.17,ENST00000527786.7,ENSP00000433488.2,FLI1,11,452
Q8IYD1,ENSG00000189369.9,ENST00000340438.6,ENSP00000341247.4,GSPT2,X,628
P58012,ENSG00000183770.7,ENST00000648323.1,ENSP00000497217.1,FOXL2,3,376
Q9HAH7,ENSG00000156860.16,ENST00000287468.5,ENSP00000287468.5,FBRS,16,460
Q8NFG4,ENSG00000154803.13,ENST00000285071.9,ENSP00000285071.4,FLCN,17,579
Q92496,ENSG00000134365.13,ENST00000608469.6,ENSP00000477162.2,CFHR4,1,578
O94868,ENSG00000137478.15,ENST00000409418.9,ENSP00000386722.4,FCHSD2,11,740
Q96AC1,ENSG00000073712.15,ENST00000341590.8,ENSP00000340391.3,FERMT2,14,680
Q96RD9,ENSG00000143297.19,ENST00000361835.8,ENSP00000354691.3,FCRL5,1,977
Q16595,ENSG00000165060.14,ENST00000484259.3,ENSP00000419243.2,FXN,9,210
Q9BRQ8,ENSG00000042286.15,ENST00000613322.4,ENSP00000478931.1,AIFM2,10,373
P51116,ENSG00000129245.12,ENST00000250113.12,ENSP00000250113.7,FXR2,17,673
Q68DX3,ENSG00000170324.21,ENST00000374201.8,ENSP00000363317.3,FRMPD2,10,1309
P50395,ENSG00000057608.17,ENST00000380191.9,ENSP00000369538.4,GDI2,10,445
Q6P9H5,ENSG00000133561.15,ENST00000328902.9,ENSP00000330374.5,GIMAP6,7,292
Q3B7J2,ENSG00000141098.13,ENST00000268797.12,ENSP00000268797.7,GFOD2,16,385
P18507,ENSG00000113327.16,ENST00000639213.1,ENSP00000491909.1,GABRG2,5,467
P04150,ENSG00000113580.15,ENST00000394464.7,ENSP00000377977.2,NR3C1,5,777
P10912,ENSG00000112964.14,ENST00000612626.4,ENSP00000479846.1,GHR,5,638
P50151,ENSG00000242616.4,ENST00000374293.5,ENSP00000363411.3,GNG10,9,68
